Electrode,Time,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,BinEdgesThetaAngle,AveGammaPower,SpectrogramTime,SpectrogramFreq,SpectrogramPower
mL_AH1,0.571,1.619,5.520,0.760,-1.085,139.947,1.193,4.232,,,7.000,53.711,290.950
mL_AH1,0.572,2.551,5.899,0.336,-1.048,139.389,1.411,4.491,,,7.000,54.199,121.170
mL_AH1,0.573,3.070,6.266,-0.134,-1.009,138.536,1.632,4.754,,,7.000,54.688,201.780
mL_AH1,0.574,3.332,6.620,-0.628,-0.972,137.983,1.855,5.024,,,7.000,55.176,193.540
mL_AH1,0.575,1.844,6.961,-1.120,-0.934,137.157,2.079,5.294,,,7.000,55.664,400.960
mL_AH1,0.576,0.095,7.289,-1.581,-0.897,136.622,2.305,5.566,,,8.500,0.000,3844.826
mL_AH1,0.577,2.251,7.604,-1.981,-0.860,135.840,2.533,5.837,,,8.500,0.488,217.720
mL_AH1,0.578,-1.520,7.906,-2.294,-0.824,135.338,2.761,6.105,,,8.500,0.977,3000.914
mL_AH1,0.579,-3.991,8.194,-2.495,-0.787,134.615,2.991,6.368,,,8.500,1.465,3162.880
mL_AH1,0.580,0.021,8.470,-2.566,-0.751,134.161,-3.062,6.626,,,8.500,1.953,4413.344
mL_AH1,0.581,1.799,8.732,-2.496,-0.714,133.514,-2.830,6.876,,,8.500,2.441,4828.743
mL_AH1,0.582,-2.994,8.982,-2.283,-0.679,133.125,-2.598,7.116,,,8.500,2.930,3861.334
mL_AH1,0.583,-2.630,9.219,-1.933,-0.642,132.570,-2.365,7.347,,,8.500,3.418,4703.565
mL_AH1,0.584,0.629,9.444,-1.462,-0.607,132.261,-2.131,7.564,,,8.500,3.906,4453.792
mL_AH1,0.585,-1.636,9.657,-0.894,-0.571,131.815,-1.897,7.769,,,8.500,4.395,4907.832
mL_AH1,0.586,2.562,9.858,-0.259,-0.537,131.602,-1.663,7.957,,,8.500,4.883,2210.317
mL_AH1,0.587,4.436,10.048,0.407,-0.501,131.280,-1.428,8.132,,,8.500,5.371,1403.715
mL_AH1,0.588,3.435,10.227,1.064,-0.467,131.179,-1.192,8.288,,,8.500,5.859,990.494
mL_AH1,0.589,4.480,10.395,1.672,-0.432,130.997,-0.957,8.427,,,8.500,6.348,3208.781
mL_AH1,0.590,2.351,10.552,2.196,-0.398,131.022,-0.721,8.546,,,8.500,6.836,2828.171
mL_AH1,0.591,5.684,10.699,2.601,-0.363,130.994,-0.485,8.646,,,8.500,7.324,1481.679
mL_AH1,0.592,1.646,10.837,2.863,-0.329,131.159,-0.249,8.725,,,8.500,7.813,1174.900
mL_AH1,0.593,-1.343,10.965,2.963,-0.295,131.299,-0.013,8.783,,,8.500,8.301,1634.708
mL_AH1,0.594,0.918,11.084,2.896,-0.261,131.617,0.223,8.819,,,8.500,8.789,2418.279
mL_AH1,0.595,2.575,11.193,2.665,-0.226,131.936,0.458,8.833,,,8.500,9.277,1371.814
mL_AH1,0.596,1.942,11.294,2.283,-0.193,132.417,0.694,8.826,,,8.500,9.766,792.938
mL_AH1,0.597,-0.053,11.385,1.774,-0.158,132.927,0.930,8.794,,,8.500,10.254,755.802
mL_AH1,0.598,2.047,11.468,1.167,-0.125,133.581,1.165,8.742,,,8.500,10.742,1181.200
mL_AH1,0.599,0.286,11.541,0.500,-0.090,134.289,1.400,8.666,,,8.500,11.230,1092.009
mL_AH1,0.600,-6.516,11.605,-0.188,-0.057,135.123,1.635,8.570,,,8.500,11.719,1074.088
mL_AH1,0.601,-5.910,11.661,-0.856,-0.022,136.036,1.870,8.451,,,8.500,12.207,581.367
mL_AH1,0.602,-7.231,11.706,-1.464,0.012,137.055,2.104,8.313,,,8.500,12.695,432.479
mL_AH1,0.603,-3.078,11.742,-1.980,0.047,138.177,2.337,8.154,,,8.500,13.184,530.458
mL_AH1,0.604,0.870,11.768,-2.376,0.081,139.384,2.570,7.977,,,8.500,13.672,646.678
mL_AH1,0.605,-7.391,11.783,-2.631,0.116,140.718,2.803,7.782,,,8.500,14.160,447.525
mL_AH1,0.606,-2.866,11.787,-2.736,0.150,142.114,3.035,7.571,,,8.500,14.648,459.824
mL_AH1,0.607,-2.301,11.779,-2.689,0.186,143.658,-3.017,7.345,,,8.500,15.137,239.955
mL_AH1,0.608,-8.155,11.760,-2.500,0.221,145.240,-2.787,7.105,,,8.500,15.625,192.001
mL_AH1,0.609,-2.325,11.727,-2.184,0.257,146.992,-2.557,6.854,,,8.500,16.113,258.758
mL_AH1,0.610,-2.198,11.680,-1.765,0.292,148.755,-2.329,6.592,,,8.500,16.602,242.506
mL_AH1,0.611,-0.063,11.619,-1.273,0.329,150.709,-2.102,6.323,,,8.500,17.090,280.106
mL_AH1,0.612,2.071,11.543,-0.738,0.365,152.646,-1.875,6.045,,,8.500,17.578,360.139
mL_AH1,0.613,-0.283,11.451,-0.192,0.402,154.793,-1.651,5.764,,,8.500,18.066,190.889
mL_AH1,0.614,-2.082,11.342,0.334,0.438,156.894,-1.428,5.479,,,8.500,18.555,303.316
mL_AH1,0.615,-4.880,11.215,0.813,0.476,159.224,-1.206,5.194,,,8.500,19.043,377.064
mL_AH1,0.616,1.493,11.069,1.222,0.513,161.476,-0.986,4.908,,,8.500,19.531,554.781
mL_AH1,0.617,4.741,10.904,1.546,0.552,163.973,-0.769,4.626,,,8.500,20.020,783.219
mL_AH1,0.618,0.593,10.719,1.774,0.590,166.361,-0.554,4.347,,,8.500,20.508,439.573
mL_AH1,0.619,-0.014,10.513,1.902,0.629,169.011,-0.341,4.075,,,8.500,20.996,404.657
mL_AH1,0.620,1.749,10.284,1.935,0.668,171.517,-0.131,3.810,,,8.500,21.484,653.078
mL_AH1,0.621,3.965,10.034,1.880,0.707,174.300,0.076,3.555,,,8.500,21.973,427.717
mL_AH1,0.622,1.407,9.760,1.749,0.747,176.905,0.279,3.312,,,8.500,22.461,367.022
mL_AH1,0.623,0.361,9.462,1.558,0.787,179.800,0.479,3.081,,,8.500,22.949,233.084
mL_AH1,0.624,1.017,9.140,1.322,0.828,182.482,0.674,2.864,,,8.500,23.438,391.839
mL_AH1,0.625,4.161,8.793,1.057,0.869,185.466,0.866,2.662,,,8.500,23.926,725.169
mL_AH1,0.626,0.118,8.422,0.780,0.910,188.202,1.053,2.478,,,8.500,24.414,615.532
mL_AH1,0.627,-2.729,8.025,0.502,0.952,191.249,1.235,2.311,,,8.500,24.902,511.947
mL_AH1,0.628,-2.704,7.603,0.233,0.993,194.013,1.412,2.164,,,8.500,25.391,221.550
mL_AH1,0.629,-4.976,7.155,-0.019,1.036,197.096,1.584,2.036,,,8.500,25.879,446.623
mL_AH1,0.630,-5.762,6.683,-0.249,1.078,199.862,1.751,1.930,,,8.500,26.367,200.041
mL_AH1,0.631,-5.929,6.186,-0.457,1.122,202.952,1.914,1.844,,,8.500,26.855,119.960
mL_AH1,0.632,-5.093,5.665,-0.642,1.165,205.693,2.073,1.781,,,8.500,27.344,116.077
mL_AH1,0.633,-9.215,5.120,-0.807,1.209,208.760,2.229,1.739,,,8.500,27.832,261.279
mL_AH1,0.634,-9.622,4.552,-0.952,1.252,211.446,2.383,1.722,,,8.500,28.320,317.096
mL_AH1,0.635,-8.023,3.962,-1.080,1.297,214.460,2.536,1.726,,,8.500,28.809,233.055
mL_AH1,0.636,-8.025,3.351,-1.192,1.341,217.062,2.689,1.755,,,8.500,29.297,218.209
mL_AH1,0.637,-7.088,2.720,-1.285,1.386,219.990,2.844,1.807,,,8.500,29.785,196.124
mL_AH1,0.638,-16.493,2.071,-1.359,1.431,222.479,3.001,1.883,,,8.500,30.273,83.958
mL_AH1,0.639,-17.102,1.406,-1.408,1.477,225.287,-3.122,1.983,,,8.500,30.762,353.887
mL_AH1,0.640,-16.197,0.725,-1.427,1.523,227.633,-2.958,2.106,,,8.500,31.250,579.667
mL_AH1,0.641,-12.958,0.030,-1.410,1.569,230.289,-2.791,2.255,,,8.500,31.738,298.431
mL_AH1,0.642,-16.375,-0.676,-1.350,1.615,232.462,-2.619,2.427,,,8.500,32.227,103.852
mL_AH1,0.643,-18.721,-1.391,-1.240,1.662,234.932,-2.443,2.624,,,8.500,32.715,233.876
mL_AH1,0.644,-18.545,-2.113,-1.077,1.709,236.903,-2.263,2.846,,,8.500,33.203,295.601
mL_AH1,0.645,-18.608,-2.841,-0.856,1.756,239.154,-2.079,3.094,,,8.500,33.691,243.631
mL_AH1,0.646,-17.945,-3.571,-0.579,1.803,240.894,-1.892,3.366,,,8.500,34.180,375.070
mL_AH1,0.647,-18.458,-4.301,-0.249,1.850,242.893,-1.701,3.666,,,8.500,34.668,399.924
mL_AH1,0.648,-16.652,-5.028,0.126,1.898,244.374,-1.508,3.991,,,8.500,35.156,204.032
mL_AH1,0.649,-19.751,-5.750,0.536,1.946,246.090,-1.311,4.345,,,8.500,35.645,287.466
mL_AH1,0.650,-18.707,-6.465,0.963,1.994,247.284,-1.112,4.725,,,8.500,36.133,397.160
mL_AH1,0.651,-12.604,-7.168,1.391,2.043,248.687,-0.910,5.134,,,8.500,36.621,446.281
mL_AH1,0.652,-17.220,-7.859,1.796,2.091,249.569,-0.706,5.571,,,8.500,37.109,368.281
mL_AH1,0.653,-18.580,-8.533,2.156,2.140,250.629,-0.500,6.038,,,8.500,37.598,417.837
mL_AH1,0.654,-14.374,-9.188,2.448,2.189,251.175,-0.292,6.533,,,8.500,38.086,124.192
mL_AH1,0.655,-19.417,-9.822,2.648,2.238,251.866,-0.082,7.059,,,8.500,38.574,113.238
mL_AH1,0.656,-15.297,-10.431,2.736,2.288,252.054,0.129,7.613,,,8.500,39.063,114.721
mL_AH1,0.657,-11.214,-11.014,2.697,2.337,252.351,0.342,8.196,,,8.500,39.551,302.534
mL_AH1,0.658,-12.775,-11.567,2.520,2.387,252.161,0.556,8.809,,,8.500,40.039,146.449
mL_AH1,0.659,-17.180,-12.088,2.202,2.436,252.042,0.772,9.447,,,8.500,40.527,202.261
mL_AH1,0.660,-14.495,-12.575,1.747,2.486,251.457,0.989,10.114,,,8.500,41.016,215.018
mL_AH1,0.661,-14.854,-13.025,1.168,2.536,250.904,1.208,10.804,,,8.500,41.504,429.156
mL_AH1,0.662,-16.676,-13.437,0.486,2.587,249.910,1.427,11.519,,,8.500,41.992,628.046
mL_AH1,0.663,-14.667,-13.808,-0.268,2.637,248.907,1.648,12.253,,,8.500,42.480,236.706
mL_AH1,0.664,-16.008,-14.137,-1.060,2.687,247.493,1.869,13.007,,,8.500,42.969,241.587
mL_AH1,0.665,-14.843,-14.422,-1.847,2.738,246.029,2.092,13.774,,,8.500,43.457,132.153
mL_AH1,0.666,-16.511,-14.662,-2.584,2.788,244.189,2.315,14.556,,,8.500,43.945,203.698
mL_AH1,0.667,-11.880,-14.856,-3.228,2.839,242.258,2.539,15.344,,,8.500,44.434,331.250
mL_AH1,0.668,-12.835,-15.003,-3.734,2.890,239.987,2.764,16.137,,,8.500,44.922,230.676
mL_AH1,0.669,-15.085,-15.103,-4.067,2.940,237.587,2.990,16.930,,,8.500,45.410,89.470
mL_AH1,0.670,-19.314,-15.154,-4.197,2.992,234.886,-3.067,17.717,,,8.500,45.898,178.843
mL_AH1,0.671,-22.030,-15.157,-4.107,3.042,232.020,-2.840,18.496,,,8.500,46.387,437.000
mL_AH1,0.672,-19.561,-15.112,-3.789,3.093,228.897,-2.613,19.258,,,8.500,46.875,369.853
mL_AH1,0.673,-20.323,-15.019,-3.252,-3.139,225.573,-2.385,20.003,,,8.500,47.363,119.108
mL_AH1,0.674,-21.939,-14.879,-2.517,-3.088,222.037,-2.157,20.720,,,8.500,47.852,440.848
mL_AH1,0.675,-19.172,-14.694,-1.619,-3.037,218.270,-1.928,21.409,,,8.500,48.340,545.879
mL_AH1,0.676,-19.114,-14.463,-0.603,-2.986,214.336,-1.699,22.061,,,8.500,48.828,431.841
mL_AH1,0.677,-18.554,-14.189,0.477,-2.935,210.147,-1.471,22.675,,,8.500,49.316,218.098
mL_AH1,0.678,-17.022,-13.874,1.559,-2.884,205.837,-1.242,23.241,,,8.500,49.805,62.166
mL_AH1,0.679,-15.060,-13.519,2.582,-2.834,201.251,-1.013,23.762,,,8.500,50.293,196.562
mL_AH1,0.680,-14.608,-13.127,3.487,-2.782,196.591,-0.784,24.227,,,8.500,50.781,197.647
mL_AH1,0.681,-14.712,-12.699,4.219,-2.732,191.640,-0.555,24.638,,,8.500,51.270,267.760
mL_AH1,0.682,-15.011,-12.240,4.735,-2.681,186.662,-0.326,24.989,,,8.500,51.758,316.709
mL_AH1,0.683,-17.832,-11.752,5.004,-2.631,181.385,-0.098,25.279,,,8.500,52.246,299.456
mL_AH1,0.684,-14.436,-11.238,5.007,-2.581,176.125,0.130,25.506,,,8.500,52.734,107.647
mL_AH1,0.685,-18.812,-10.701,4.745,-2.531,170.565,0.358,25.668,,,8.500,53.223,62.547
mL_AH1,0.686,-20.457,-10.144,4.231,-2.481,165.067,0.585,25.768,,,8.500,53.711,134.729
mL_AH1,0.687,-18.181,-9.572,3.494,-2.432,159.274,0.812,25.802,,,8.500,54.199,225.391
mL_AH1,0.688,-21.928,-8.987,2.577,-2.382,153.586,1.038,25.776,,,8.500,54.688,103.522
mL_AH1,0.689,-21.851,-8.394,1.531,-2.333,147.614,1.264,25.686,,,8.500,55.176,41.817
mL_AH1,0.690,-20.938,-7.796,0.413,-2.285,141.787,1.489,25.541,,,8.500,55.664,202.377
mL_AH1,0.691,-16.858,-7.197,-0.714,-2.237,135.696,1.713,25.338,,,10.000,0.000,9345.296
mL_AH1,0.692,-16.441,-6.601,-1.791,-2.189,129.788,1.936,25.086,,,10.000,0.488,2891.181
mL_AH1,0.693,-15.504,-6.012,-2.762,-2.142,123.642,2.159,24.784,,,10.000,0.977,4173.029
mL_AH1,0.694,-16.161,-5.432,-3.580,-2.095,117.714,2.381,24.441,,,10.000,1.465,3857.258
mL_AH1,0.695,-10.823,-4.867,-4.206,-2.050,111.579,2.601,24.058,,,10.000,1.953,1772.453
mL_AH1,0.696,-8.055,-4.318,-4.615,-2.004,105.697,2.821,23.644,,,10.000,2.441,3378.763
mL_AH1,0.697,-10.839,-3.790,-4.792,-1.960,99.643,3.040,23.201,,,10.000,2.930,5403.950
mL_AH1,0.698,-8.810,-3.286,-4.737,-1.917,93.874,-3.026,22.736,,,10.000,3.418,2693.607
mL_AH1,0.699,-5.282,-2.808,-4.460,-1.875,87.974,-2.810,22.255,,,10.000,3.906,2514.576
mL_AH1,0.700,-5.879,-2.360,-3.983,-1.834,82.386,-2.594,21.760,,,10.000,4.395,2054.839
mL_AH1,0.701,-1.276,-1.942,-3.337,-1.794,76.713,-2.380,21.261,,,10.000,4.883,3479.930
mL_AH1,0.702,8.062,-1.559,-2.558,-1.756,71.378,-2.167,20.757,,,10.000,5.371,3473.978
mL_AH1,0.703,6.876,-1.211,-1.686,-1.720,66.006,-1.955,20.258,,,10.000,5.859,1665.957
mL_AH1,0.704,13.031,-0.900,-0.766,-1.686,60.995,-1.744,19.763,,,10.000,6.348,921.607
mL_AH1,0.705,15.057,-0.627,0.161,-1.655,55.994,-1.534,19.282,,,10.000,6.836,462.668
mL_AH1,0.706,17.763,-0.394,1.054,-1.626,51.377,-1.325,18.811,,,10.000,7.324,705.770
mL_AH1,0.707,21.570,-0.199,1.876,-1.600,46.820,-1.118,18.360,,,10.000,7.813,1036.581
mL_AH1,0.708,19.805,-0.045,2.595,-1.578,42.664,-0.911,17.925,,,10.000,8.301,553.181
mL_AH1,0.709,24.870,0.071,3.187,-1.559,38.617,-0.705,17.513,,,10.000,8.789,1380.442
mL_AH1,0.710,27.244,0.147,3.631,-1.546,34.988,-0.500,17.121,,,10.000,9.277,701.720
mL_AH1,0.711,26.787,0.186,3.915,-1.538,31.514,-0.296,16.753,,,10.000,9.766,243.457
mL_AH1,0.712,26.083,0.189,4.033,-1.535,28.474,-0.092,16.407,,,10.000,10.254,972.907
mL_AH1,0.713,27.997,0.157,3.986,-1.540,25.630,0.111,16.084,,,10.000,10.742,769.099
mL_AH1,0.714,28.408,0.093,3.778,-1.551,23.234,0.314,15.784,,,10.000,11.230,657.601
mL_AH1,0.715,24.084,-0.001,3.424,-1.571,21.072,0.517,15.505,,,10.000,11.719,774.188
mL_AH1,0.716,22.585,-0.123,2.938,-1.599,19.370,0.719,15.247,,,10.000,12.207,557.403
mL_AH1,0.717,15.529,-0.270,2.344,-1.635,17.935,0.921,15.006,,,10.000,12.695,1214.994
mL_AH1,0.718,17.332,-0.438,1.664,-1.677,16.971,1.123,14.784,,,10.000,13.184,797.379
mL_AH1,0.719,17.132,-0.623,0.928,-1.726,16.297,1.325,14.575,,,10.000,13.672,205.633
mL_AH1,0.720,15.660,-0.823,0.163,-1.777,16.105,1.528,14.382,,,10.000,14.160,381.045
mL_AH1,0.721,15.943,-1.033,-0.599,-1.830,16.222,1.730,14.197,,,10.000,14.648,108.563
mL_AH1,0.722,11.817,-1.249,-1.328,-1.880,16.829,1.933,14.024,,,10.000,15.137,59.589
mL_AH1,0.723,10.572,-1.468,-1.995,-1.927,17.753,2.136,13.855,,,10.000,15.625,544.829
mL_AH1,0.724,10.457,-1.685,-2.574,-1.966,19.176,2.340,13.692,,,10.000,16.113,727.508
mL_AH1,0.725,9.294,-1.896,-3.041,-1.998,20.918,2.544,13.530,,,10.000,16.602,453.080
mL_AH1,0.726,2.322,-2.096,-3.378,-2.021,23.164,2.749,13.370,,,10.000,17.090,445.359
mL_AH1,0.727,0.179,-2.282,-3.570,-2.038,25.721,2.954,13.208,,,10.000,17.578,75.647
mL_AH1,0.728,-3.389,-2.450,-3.611,-2.045,28.788,-3.124,13.044,,,10.000,18.066,70.456
mL_AH1,0.729,-3.388,-2.595,-3.499,-2.046,32.150,-2.918,12.874,,,10.000,18.555,236.840
mL_AH1,0.730,3.004,-2.714,-3.239,-2.040,36.024,-2.711,12.699,,,10.000,19.043,156.787
mL_AH1,0.731,-0.715,-2.804,-2.843,-2.029,40.171,-2.504,12.517,,,10.000,19.531,211.220
mL_AH1,0.732,2.239,-2.860,-2.330,-2.012,44.829,-2.296,12.325,,,10.000,20.020,87.778
mL_AH1,0.733,5.410,-2.880,-1.722,-1.992,49.729,-2.088,12.126,,,10.000,20.508,192.120
mL_AH1,0.734,5.598,-2.862,-1.048,-1.966,55.139,-1.879,11.914,,,10.000,20.996,247.986
mL_AH1,0.735,3.754,-2.801,-0.338,-1.938,60.753,-1.670,11.694,,,10.000,21.484,167.129
mL_AH1,0.736,6.151,-2.697,0.374,-1.907,66.871,-1.460,11.459,,,10.000,21.973,258.987
mL_AH1,0.737,4.765,-2.547,1.057,-1.873,73.149,-1.250,11.213,,,10.000,22.461,303.011
mL_AH1,0.738,7.413,-2.350,1.680,-1.837,79.924,-1.038,10.952,,,10.000,22.949,192.273
mL_AH1,0.739,10.498,-2.106,2.213,-1.799,86.810,-0.827,10.679,,,10.000,23.438,390.887
mL_AH1,0.740,12.350,-1.812,2.633,-1.759,94.180,-0.615,10.389,,,10.000,23.926,255.569
mL_AH1,0.741,12.602,-1.469,2.923,-1.717,101.609,-0.402,10.086,,,10.000,24.414,148.833
mL_AH1,0.742,14.998,-1.078,3.070,-1.674,109.506,-0.188,9.767,,,10.000,24.902,414.667
mL_AH1,0.743,15.842,-0.639,3.070,-1.630,117.405,0.025,9.433,,,10.000,25.391,387.906
mL_AH1,0.744,16.502,-0.152,2.927,-1.584,125.753,0.240,9.083,,,10.000,25.879,102.694
mL_AH1,0.745,18.899,0.380,2.652,-1.538,134.046,0.455,8.716,,,10.000,26.367,304.187
mL_AH1,0.746,18.764,0.956,2.262,-1.491,142.761,0.670,8.336,,,10.000,26.855,255.530
mL_AH1,0.747,19.518,1.573,1.781,-1.443,151.365,0.886,7.939,,,10.000,27.344,115.287
mL_AH1,0.748,21.981,2.230,1.237,-1.394,160.361,1.103,7.529,,,10.000,27.832,203.534
mL_AH1,0.749,23.043,2.922,0.661,-1.344,169.189,1.320,7.105,,,10.000,28.320,174.536
mL_AH1,0.750,22.492,3.646,0.086,-1.294,178.373,1.537,6.670,,,10.000,28.809,500.981
mL_AH1,0.751,21.456,4.399,-0.457,-1.244,187.336,1.755,6.224,,,10.000,29.297,388.865
mL_AH1,0.752,24.967,5.177,-0.940,-1.193,196.613,1.973,5.771,,,10.000,29.785,182.095
mL_AH1,0.753,23.017,5.976,-1.339,-1.141,205.618,2.191,5.312,,,10.000,30.273,91.393
mL_AH1,0.754,24.760,6.790,-1.637,-1.089,214.891,2.408,4.851,,,10.000,30.762,226.270
mL_AH1,0.755,21.185,7.616,-1.823,-1.037,223.847,2.626,4.389,,,10.000,31.250,346.070
mL_AH1,0.756,18.023,8.448,-1.895,-0.984,233.018,2.843,3.931,,,10.000,31.738,77.226
mL_AH1,0.757,24.042,9.281,-1.859,-0.931,241.831,3.059,3.481,,,10.000,32.227,199.325
mL_AH1,0.758,25.629,10.111,-1.729,-0.878,250.803,-3.010,3.042,,,10.000,32.715,118.811
mL_AH1,0.759,26.548,10.932,-1.523,-0.825,259.383,-2.797,2.619,,,10.000,33.203,203.474
mL_AH1,0.760,26.193,11.739,-1.266,-0.771,268.060,-2.588,2.215,,,10.000,33.691,304.397
mL_AH1,0.761,27.386,12.527,-0.983,-0.717,276.317,-2.383,1.836,,,10.000,34.180,100.221
mL_AH1,0.762,30.707,13.291,-0.701,-0.664,284.607,-2.184,1.485,,,10.000,34.668,38.963
mL_AH1,0.763,31.641,14.025,-0.443,-0.609,292.457,-1.994,1.168,,,10.000,35.156,132.904
mL_AH1,0.764,32.864,14.726,-0.230,-0.555,300.272,-1.817,0.887,,,10.000,35.645,46.381
mL_AH1,0.765,33.333,15.388,-0.073,-0.501,307.633,-1.661,0.647,,,10.000,36.133,496.440
mL_AH1,0.766,32.385,16.007,0.021,-0.446,314.890,-1.539,0.451,,,10.000,36.621,402.817
mL_AH1,0.767,32.927,16.579,0.054,-0.391,321.686,-1.472,0.303,,,10.000,37.109,222.761
mL_AH1,0.768,36.560,17.099,0.036,-0.337,328.310,-1.491,0.204,,,10.000,37.598,108.884
mL_AH1,0.769,40.055,17.566,-0.018,-0.282,334.473,-1.616,0.157,,,10.000,38.086,198.053
mL_AH1,0.770,40.563,17.974,-0.087,-0.228,340.393,-1.789,0.164,,,10.000,38.574,299.114
mL_AH1,0.771,41.632,18.321,-0.149,-0.173,345.862,-1.891,0.224,,,10.000,39.063,291.957
mL_AH1,0.772,41.081,18.605,-0.181,-0.118,351.020,-1.887,0.338,,,10.000,39.551,284.927
mL_AH1,0.773,41.490,18.824,-0.162,-0.063,355.741,-1.801,0.505,,,10.000,40.039,97.553
mL_AH1,0.774,42.553,18.975,-0.080,-0.008,360.085,-1.665,0.723,,,10.000,40.527,523.720
mL_AH1,0.775,43.645,19.058,0.073,0.047,364.013,-1.497,0.990,,,10.000,41.016,608.091
mL_AH1,0.776,46.295,19.073,0.295,0.101,367.503,-1.309,1.303,,,10.000,41.504,204.410
mL_AH1,0.777,43.373,19.017,0.576,0.156,370.604,-1.107,1.658,,,10.000,41.992,209.201
mL_AH1,0.778,47.019,18.892,0.895,0.210,373.209,-0.896,2.049,,,10.000,42.480,182.348
mL_AH1,0.779,46.877,18.698,1.226,0.265,375.459,-0.677,2.473,,,10.000,42.969,198.736
mL_AH1,0.780,45.108,18.437,1.537,0.320,377.160,-0.453,2.922,,,10.000,43.457,601.266
mL_AH1,0.781,48.079,18.109,1.795,0.374,378.542,-0.225,3.391,,,10.000,43.945,739.683
mL_AH1,0.782,43.870,17.716,1.968,0.429,379.332,0.006,3.872,,,10.000,44.434,211.071
mL_AH1,0.783,41.378,17.260,2.028,0.483,379.843,0.240,4.359,,,10.000,44.922,218.730
mL_AH1,0.784,43.805,16.744,1.956,0.537,379.724,0.476,4.843,,,10.000,45.410,265.257
mL_AH1,0.785,42.978,16.172,1.742,0.591,379.370,0.715,5.318,,,10.000,45.898,162.175
mL_AH1,0.786,43.241,15.545,1.389,0.645,378.358,0.955,5.776,,,10.000,46.387,490.712
mL_AH1,0.787,40.112,14.869,0.913,0.699,377.156,1.196,6.209,,,10.000,46.875,501.810
mL_AH1,0.788,40.921,14.146,0.339,0.752,375.276,1.438,6.613,,,10.000,47.363,374.608
mL_AH1,0.789,35.117,13.381,-0.294,0.806,373.252,1.682,6.978,,,10.000,47.852,264.734
mL_AH1,0.790,32.415,12.577,-0.943,0.859,370.540,1.927,7.302,,,10.000,48.340,202.570
mL_AH1,0.791,27.447,11.740,-1.559,0.912,367.731,2.173,7.576,,,10.000,48.828,311.790
mL_AH1,0.792,23.726,10.874,-2.096,0.965,364.233,2.420,7.799,,,10.000,49.316,325.446
mL_AH1,0.793,19.703,9.984,-2.511,1.017,360.685,2.668,7.965,,,10.000,49.805,395.111
mL_AH1,0.794,16.152,9.075,-2.769,1.069,356.456,2.916,8.073,,,10.000,50.293,468.201
mL_AH1,0.795,10.519,8.150,-2.849,1.122,352.223,-3.117,8.120,,,10.000,50.781,369.846
mL_AH1,0.796,11.625,7.216,-2.740,1.173,347.326,-2.867,8.107,,,10.000,51.270,217.681
mL_AH1,0.797,8.866,6.276,-2.451,1.225,342.470,-2.616,8.033,,,10.000,51.758,396.346
mL_AH1,0.798,6.913,5.336,-2.002,1.276,336.975,-2.363,7.899,,,10.000,52.246,346.594
mL_AH1,0.799,5.214,4.400,-1.426,1.327,331.564,-2.110,7.710,,,10.000,52.734,249.076
mL_AH1,0.800,7.491,3.472,-0.769,1.377,325.548,-1.856,7.465,,,10.000,53.223,351.042
mL_AH1,0.801,6.419,2.556,-0.081,1.427,319.656,-1.601,7.171,,,10.000,53.711,89.702
mL_AH1,0.802,3.197,1.657,0.585,1.477,313.199,-1.345,6.831,,,10.000,54.199,405.346
mL_AH1,0.803,2.152,0.778,1.181,1.526,306.904,-1.087,6.452,,,10.000,54.688,542.216
mL_AH1,0.804,2.072,-0.077,1.661,1.575,300.091,-0.828,6.037,,,10.000,55.176,506.064
mL_AH1,0.805,3.786,-0.906,1.994,1.624,293.476,-0.568,5.596,,,10.000,55.664,431.276
mL_AH1,0.806,-0.107,-1.705,2.161,1.672,286.394,-0.306,5.134,,,11.500,0.000,10804.867
mL_AH1,0.807,1.011,-2.471,2.156,1.719,279.541,-0.041,4.658,,,11.500,0.488,6170.307
mL_AH1,0.808,1.155,-3.203,1.992,1.766,272.277,0.226,4.176,,,11.500,0.977,3588.068
mL_AH1,0.809,-3.466,-3.898,1.691,1.812,265.272,0.496,3.695,,,11.500,1.465,2292.321
mL_AH1,0.810,-2.217,-4.555,1.289,1.858,257.914,0.770,3.223,,,11.500,1.953,2585.258
mL_AH1,0.811,-3.513,-5.172,0.829,1.903,250.840,1.049,2.766,,,11.500,2.441,4962.972
mL_AH1,0.812,-0.937,-5.749,0.358,1.948,243.473,1.334,2.332,,,11.500,2.930,5388.849
mL_AH1,0.813,-3.098,-6.286,-0.079,1.992,236.414,1.628,1.927,,,11.500,3.418,3767.761
mL_AH1,0.814,1.329,-6.781,-0.441,2.035,229.121,1.932,1.558,,,11.500,3.906,4645.900
mL_AH1,0.815,-0.369,-7.235,-0.698,2.078,222.157,2.252,1.229,,,11.500,4.395,2822.165
mL_AH1,0.816,-3.742,-7.649,-0.831,2.120,215.018,2.594,0.947,,,11.500,4.883,1432.448
mL_AH1,0.817,-2.907,-8.023,-0.833,2.160,208.224,2.965,0.715,,,11.500,5.371,3063.916
mL_AH1,0.818,-1.500,-8.358,-0.713,2.201,201.314,-2.904,0.538,,,11.500,5.859,1758.751
mL_AH1,0.819,-3.116,-8.655,-0.492,2.240,194.762,-2.437,0.417,,,11.500,6.348,1786.253
