Electrode,Time,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,BinEdgesThetaAngle,AveGammaPower,SpectrogramTime,SpectrogramFreq,SpectrogramPower
mL_AH1,0.820,-0.802,-8.916,-0.203,2.278,188.149,-1.918,0.355,,,11.500,6.836,2222.275
mL_AH1,0.821,-5.810,-9.143,0.116,2.316,181.907,-1.373,0.353,,,11.500,7.324,1107.833
mL_AH1,0.822,-1.504,-9.337,0.423,2.352,175.654,-0.850,0.411,,,11.500,7.813,669.188
mL_AH1,0.823,4.706,-9.500,0.675,2.388,169.780,-0.378,0.528,,,11.500,8.301,2044.698
mL_AH1,0.824,8.890,-9.635,0.838,2.423,163.942,0.040,0.703,,,11.500,8.789,927.784
mL_AH1,0.825,8.792,-9.745,0.884,2.456,158.490,0.416,0.934,,,11.500,9.277,775.183
mL_AH1,0.826,8.490,-9.830,0.800,2.489,153.117,0.760,1.218,,,11.500,9.766,1566.174
mL_AH1,0.827,6.359,-9.895,0.584,2.520,148.133,1.083,1.550,,,11.500,10.254,1558.012
mL_AH1,0.828,5.951,-9.941,0.250,2.551,143.265,1.390,1.927,,,11.500,10.742,581.269
mL_AH1,0.829,2.743,-9.971,-0.176,2.580,138.786,1.686,2.343,,,11.500,11.230,886.674
mL_AH1,0.830,1.811,-9.988,-0.655,2.609,134.455,1.974,2.794,,,11.500,11.719,214.079
mL_AH1,0.831,-1.344,-9.994,-1.143,2.636,130.512,2.255,3.271,,,11.500,12.207,815.578
mL_AH1,0.832,-7.056,-9.991,-1.592,2.663,126.743,2.532,3.771,,,11.500,12.695,515.937
mL_AH1,0.833,-7.423,-9.982,-1.954,2.688,123.358,2.805,4.285,,,11.500,13.184,535.131
mL_AH1,0.834,-3.839,-9.968,-2.188,2.712,120.169,3.075,4.808,,,11.500,13.672,147.966
mL_AH1,0.835,-4.717,-9.953,-2.263,2.736,117.356,-2.941,5.334,,,11.500,14.160,987.459
mL_AH1,0.836,-5.621,-9.938,-2.161,2.759,114.754,-2.675,5.854,,,11.500,14.648,843.495
mL_AH1,0.837,-3.305,-9.925,-1.879,2.781,112.521,-2.411,6.363,,,11.500,15.137,509.210
mL_AH1,0.838,-4.625,-9.914,-1.429,2.803,110.508,-2.148,6.854,,,11.500,15.625,343.595
mL_AH1,0.839,-4.887,-9.909,-0.840,2.823,108.853,-1.887,7.322,,,11.500,16.113,490.328
mL_AH1,0.840,-5.254,-9.910,-0.153,2.844,107.424,-1.626,7.760,,,11.500,16.602,536.098
mL_AH1,0.841,-5.920,-9.918,0.581,2.864,106.338,-1.366,8.164,,,11.500,17.090,601.124
mL_AH1,0.842,-6.140,-9.933,1.307,2.885,105.482,-1.107,8.527,,,11.500,17.578,91.671
mL_AH1,0.843,-10.492,-9.957,1.967,2.904,104.952,-0.848,8.847,,,11.500,18.066,294.712
mL_AH1,0.844,-10.471,-9.990,2.509,2.925,104.648,-0.590,9.118,,,11.500,18.555,184.878
mL_AH1,0.845,-6.965,-10.031,2.889,2.944,104.653,-0.332,9.338,,,11.500,19.043,33.383
mL_AH1,0.846,-10.204,-10.082,3.074,2.965,104.880,-0.075,9.505,,,11.500,19.531,162.984
mL_AH1,0.847,-12.472,-10.141,3.050,2.985,105.394,0.182,9.616,,,11.500,20.020,421.672
mL_AH1,0.848,-11.234,-10.208,2.816,3.007,106.122,0.438,9.671,,,11.500,20.508,271.329
mL_AH1,0.849,-17.137,-10.283,2.390,3.028,107.114,0.694,9.668,,,11.500,20.996,91.509
mL_AH1,0.850,-14.576,-10.365,1.803,3.051,108.312,0.950,9.610,,,11.500,21.484,115.119
mL_AH1,0.851,-15.454,-10.452,1.100,3.073,109.746,1.206,9.495,,,11.500,21.973,256.806
mL_AH1,0.852,-15.509,-10.543,0.335,3.098,111.377,1.461,9.327,,,11.500,22.461,569.253
mL_AH1,0.853,-21.381,-10.638,-0.437,3.122,113.217,1.716,9.106,,,11.500,22.949,312.194
mL_AH1,0.854,-24.469,-10.735,-1.158,-3.136,115.242,1.971,8.839,,,11.500,23.438,62.749
mL_AH1,0.855,-26.340,-10.832,-1.778,-3.110,117.446,2.225,8.525,,,11.500,23.926,162.629
mL_AH1,0.856,-26.441,-10.927,-2.255,-3.083,119.825,2.480,8.172,,,11.500,24.414,353.207
mL_AH1,0.857,-32.000,-11.020,-2.561,-3.055,122.351,2.734,7.782,,,11.500,24.902,256.389
mL_AH1,0.858,-29.815,-11.107,-2.681,-3.026,125.042,2.987,7.362,,,11.500,25.391,98.658
mL_AH1,0.859,-29.224,-11.188,-2.617,-2.997,127.846,-3.043,6.917,,,11.500,25.879,71.663
mL_AH1,0.860,-31.706,-11.261,-2.384,-2.966,130.807,-2.790,6.451,,,11.500,26.367,137.456
mL_AH1,0.861,-28.977,-11.323,-2.011,-2.935,133.845,-2.537,5.972,,,11.500,26.855,287.028
mL_AH1,0.862,-25.324,-11.372,-1.535,-2.902,137.032,-2.285,5.484,,,11.500,27.344,251.017
mL_AH1,0.863,-22.410,-11.408,-0.999,-2.870,140.262,-2.034,4.993,,,11.500,27.832,433.681
mL_AH1,0.864,-24.435,-11.428,-0.448,-2.836,143.632,-1.784,4.504,,,11.500,28.320,258.647
mL_AH1,0.865,-23.660,-11.430,0.074,-2.801,147.010,-1.534,4.024,,,11.500,28.809,105.196
mL_AH1,0.866,-21.117,-11.413,0.531,-2.766,150.523,-1.285,3.556,,,11.500,29.297,150.372
mL_AH1,0.867,-21.877,-11.375,0.895,-2.730,154.007,-1.038,3.106,,,11.500,29.785,85.456
mL_AH1,0.868,-17.832,-11.315,1.148,-2.693,157.623,-0.793,2.677,,,11.500,30.273,169.442
mL_AH1,0.869,-23.334,-11.231,1.286,-2.657,161.173,-0.549,2.274,,,11.500,30.762,97.252
mL_AH1,0.870,-24.341,-11.122,1.313,-2.618,164.853,-0.308,1.899,,,11.500,31.250,127.933
mL_AH1,0.871,-25.058,-10.988,1.244,-2.580,168.432,-0.071,1.556,,,11.500,31.738,113.960
mL_AH1,0.872,-25.956,-10.826,1.102,-2.541,172.140,0.161,1.247,,,11.500,32.227,47.834
mL_AH1,0.873,-24.332,-10.636,0.913,-2.502,175.711,0.387,0.973,,,11.500,32.715,247.489
mL_AH1,0.874,-20.737,-10.418,0.705,-2.462,179.413,0.604,0.735,,,11.500,33.203,378.120
mL_AH1,0.875,-21.640,-10.171,0.505,-2.422,182.944,0.808,0.534,,,11.500,33.691,180.328
mL_AH1,0.876,-18.764,-9.894,0.334,-2.381,186.608,0.990,0.370,,,11.500,34.180,84.681
mL_AH1,0.877,-17.836,-9.587,0.207,-2.340,190.069,1.137,0.242,,,11.500,34.668,37.603
mL_AH1,0.878,-16.767,-9.250,0.132,-2.298,193.666,1.224,0.150,,,11.500,35.156,283.721
mL_AH1,0.879,-17.720,-8.884,0.107,-2.256,197.028,1.207,0.091,,,11.500,35.645,399.569
mL_AH1,0.880,-14.901,-8.488,0.126,-2.214,200.531,1.050,0.065,,,11.500,36.133,322.953
mL_AH1,0.881,-14.253,-8.064,0.174,-2.171,203.770,0.837,0.068,,,11.500,36.621,191.844
mL_AH1,0.882,-15.038,-7.610,0.234,-2.128,207.154,0.731,0.098,,,11.500,37.109,240.663
mL_AH1,0.883,-14.728,-7.129,0.285,-2.085,210.250,0.757,0.153,,,11.500,37.598,205.168
mL_AH1,0.884,-13.868,-6.622,0.309,-2.041,213.493,0.870,0.230,,,11.500,38.086,228.183
mL_AH1,0.885,-11.586,-6.088,0.293,-1.997,216.424,1.032,0.325,,,11.500,38.574,425.644
mL_AH1,0.886,-14.493,-5.529,0.225,-1.953,219.508,1.223,0.436,,,11.500,39.063,263.943
mL_AH1,0.887,-12.555,-4.947,0.103,-1.909,222.259,1.432,0.558,,,11.500,39.551,51.552
mL_AH1,0.888,-16.354,-4.343,-0.068,-1.864,225.165,1.653,0.689,,,11.500,40.039,123.385
mL_AH1,0.889,-13.545,-3.719,-0.279,-1.820,227.722,1.882,0.826,,,11.500,40.527,212.905
mL_AH1,0.890,-14.713,-3.075,-0.511,-1.775,230.436,2.117,0.966,,,11.500,41.016,144.091
mL_AH1,0.891,-12.387,-2.415,-0.744,-1.730,232.786,2.357,1.106,,,11.500,41.504,61.147
mL_AH1,0.892,-17.166,-1.739,-0.956,-1.684,235.295,2.600,1.244,,,11.500,41.992,290.452
mL_AH1,0.893,-14.204,-1.049,-1.122,-1.639,237.428,2.846,1.376,,,11.500,42.480,128.217
mL_AH1,0.894,-15.216,-0.349,-1.224,-1.593,239.720,3.093,1.502,,,11.500,42.969,226.333
mL_AH1,0.895,-14.988,0.361,-1.247,-1.548,241.629,-2.940,1.620,,,11.500,43.457,237.997
mL_AH1,0.896,-13.540,1.078,-1.182,-1.502,243.696,-2.689,1.727,,,11.500,43.945,298.923
mL_AH1,0.897,-13.454,1.800,-1.028,-1.456,245.374,-2.436,1.823,,,11.500,44.434,154.088
mL_AH1,0.898,-12.787,2.525,-0.793,-1.409,247.207,-2.183,1.906,,,11.500,44.922,195.336
mL_AH1,0.899,-8.846,3.251,-0.491,-1.363,248.650,-1.928,1.976,,,11.500,45.410,110.754
mL_AH1,0.900,-14.793,3.975,-0.144,-1.317,250.242,-1.672,2.033,,,11.500,45.898,111.736
mL_AH1,0.901,-10.078,4.695,0.224,-1.270,251.448,-1.414,2.077,,,11.500,46.387,185.676
mL_AH1,0.902,-14.231,5.409,0.584,-1.224,252.794,-1.156,2.106,,,11.500,46.875,98.365
mL_AH1,0.903,-11.896,6.115,0.909,-1.177,253.759,-0.897,2.123,,,11.500,47.363,332.535
mL_AH1,0.904,-8.056,6.810,1.172,-1.130,254.856,-0.637,2.126,,,11.500,47.852,268.414
mL_AH1,0.905,-6.499,7.492,1.354,-1.083,255.580,-0.375,2.118,,,11.500,48.340,311.718
mL_AH1,0.906,-6.636,8.158,1.439,-1.036,256.423,-0.113,2.098,,,11.500,48.828,204.180
mL_AH1,0.907,-5.484,8.808,1.421,-0.989,256.906,0.151,2.067,,,11.500,49.316,232.279
mL_AH1,0.908,-7.991,9.439,1.302,-0.942,257.495,0.416,2.027,,,11.500,49.805,450.414
mL_AH1,0.909,-10.505,10.048,1.091,-0.895,257.737,0.683,1.978,,,11.500,50.293,414.463
mL_AH1,0.910,-4.944,10.634,0.806,-0.847,258.070,0.951,1.922,,,11.500,50.781,208.035
mL_AH1,0.911,-8.373,11.195,0.468,-0.800,258.074,1.221,1.860,,,11.500,51.270,431.259
mL_AH1,0.912,-9.704,11.728,0.105,-0.753,258.150,1.492,1.793,,,11.500,51.758,241.706
mL_AH1,0.913,-7.382,12.233,-0.254,-0.705,257.916,1.766,1.721,,,11.500,52.246,404.018
mL_AH1,0.914,-6.684,12.708,-0.582,-0.657,257.737,2.041,1.648,,,11.500,52.734,543.143
mL_AH1,0.915,-8.528,13.151,-0.854,-0.610,257.268,2.320,1.573,,,11.500,53.223,391.614
mL_AH1,0.916,-6.646,13.561,-1.049,-0.562,256.834,2.600,1.498,,,11.500,53.711,294.398
mL_AH1,0.917,-5.654,13.936,-1.154,-0.514,256.134,2.884,1.424,,,11.500,54.199,475.615
mL_AH1,0.918,-7.537,14.276,-1.162,-0.466,255.447,-3.113,1.352,,,11.500,54.688,271.665
mL_AH1,0.919,-5.963,14.579,-1.076,-0.418,254.519,-2.824,1.284,,,11.500,55.176,162.132
mL_AH1,0.920,-4.336,14.844,-0.905,-0.370,253.581,-2.532,1.218,,,11.500,55.664,245.255
mL_AH1,0.921,-0.143,15.070,-0.664,-0.322,252.429,-2.236,1.158,,,13.000,0.000,12723.007
mL_AH1,0.922,-4.602,15.258,-0.376,-0.274,251.244,-1.937,1.103,,,13.000,0.488,7218.228
mL_AH1,0.923,-2.072,15.405,-0.066,-0.226,249.871,-1.635,1.054,,,13.000,0.977,3865.043
mL_AH1,0.924,-1.949,15.513,0.240,-0.178,248.444,-1.330,1.011,,,13.000,1.465,3125.768
mL_AH1,0.925,-2.238,15.580,0.515,-0.130,246.856,-1.022,0.976,,,13.000,1.953,4346.948
mL_AH1,0.926,0.840,15.606,0.737,-0.082,245.191,-0.712,0.947,,,13.000,2.441,4120.630
mL_AH1,0.927,-1.245,15.593,0.886,-0.033,243.394,-0.400,0.926,,,13.000,2.930,3917.229
mL_AH1,0.928,-0.882,15.538,0.951,0.015,241.496,-0.086,0.912,,,13.000,3.418,6568.977
mL_AH1,0.929,-2.697,15.444,0.927,0.064,239.495,0.227,0.905,,,13.000,3.906,2809.254
mL_AH1,0.930,-0.264,15.310,0.815,0.112,237.372,0.541,0.905,,,13.000,4.395,1619.564
mL_AH1,0.931,-0.140,15.138,0.627,0.161,235.173,0.854,0.912,,,13.000,4.883,3186.505
mL_AH1,0.932,-3.083,14.927,0.379,0.209,232.832,1.166,0.926,,,13.000,5.371,2923.515
mL_AH1,0.933,-4.165,14.679,0.092,0.258,230.443,1.476,0.945,,,13.000,5.859,659.488
mL_AH1,0.934,-1.648,14.395,-0.209,0.306,227.893,1.784,0.971,,,13.000,6.348,2193.137
mL_AH1,0.935,-1.014,14.075,-0.497,0.355,225.322,2.090,1.001,,,13.000,6.836,1489.280
mL_AH1,0.936,-2.753,13.722,-0.746,0.403,222.572,2.393,1.037,,,13.000,7.324,551.029
mL_AH1,0.937,-1.384,13.337,-0.935,0.452,219.827,2.694,1.076,,,13.000,7.813,750.965
mL_AH1,0.938,-3.179,12.920,-1.046,0.501,216.887,2.991,1.119,,,13.000,8.301,952.218
mL_AH1,0.939,-3.424,12.475,-1.068,0.549,213.979,-2.997,1.165,,,13.000,8.789,1870.263
mL_AH1,0.940,-4.803,12.002,-0.998,0.598,210.861,-2.705,1.212,,,13.000,9.277,1826.822
mL_AH1,0.941,-0.679,11.503,-0.839,0.647,207.798,-2.415,1.261,,,13.000,9.766,710.019
mL_AH1,0.942,-0.787,10.980,-0.604,0.695,204.516,-2.127,1.310,,,13.000,10.254,759.716
mL_AH1,0.943,-0.723,10.436,-0.312,0.744,201.310,-1.842,1.360,,,13.000,10.742,56.469
mL_AH1,0.944,-3.865,9.873,0.015,0.793,197.876,-1.558,1.408,,,13.000,11.230,634.965
mL_AH1,0.945,-5.968,9.291,0.350,0.842,194.539,-1.276,1.454,,,13.000,11.719,625.279
mL_AH1,0.946,-3.389,8.695,0.665,0.890,190.968,-0.996,1.498,,,13.000,12.207,524.969
mL_AH1,0.947,-3.855,8.085,0.935,0.939,187.513,-0.717,1.539,,,13.000,12.695,559.822
mL_AH1,0.948,-5.999,7.465,1.136,0.988,183.820,-0.440,1.576,,,13.000,13.184,272.687
mL_AH1,0.949,-7.899,6.837,1.252,1.037,180.260,-0.164,1.609,,,13.000,13.672,601.319
mL_AH1,0.950,-9.142,6.202,1.271,1.085,176.462,0.112,1.637,,,13.000,14.160,563.542
mL_AH1,0.951,-9.192,5.564,1.193,1.134,172.811,0.386,1.659,,,13.000,14.648,429.992
mL_AH1,0.952,-6.858,4.924,1.022,1.182,168.925,0.660,1.676,,,13.000,15.137,222.848
mL_AH1,0.953,-7.697,4.286,0.772,1.231,165.198,0.934,1.687,,,13.000,15.625,283.177
mL_AH1,0.954,-10.990,3.650,0.463,1.279,161.242,1.207,1.691,,,13.000,16.113,402.438
mL_AH1,0.955,-13.466,3.020,0.118,1.328,157.454,1.480,1.689,,,13.000,16.602,256.186
mL_AH1,0.956,-10.762,2.397,-0.235,1.376,153.445,1.753,1.681,,,13.000,17.090,280.436
mL_AH1,0.957,-13.647,1.784,-0.567,1.424,149.613,2.026,1.667,,,13.000,17.578,50.670
mL_AH1,0.958,-15.933,1.183,-0.854,1.473,145.571,2.299,1.647,,,13.000,18.066,281.228
mL_AH1,0.959,-18.018,0.595,-1.072,1.521,141.711,2.572,1.621,,,13.000,18.555,355.115
mL_AH1,0.960,-18.578,0.023,-1.206,1.569,137.654,2.846,1.590,,,13.000,19.043,344.892
mL_AH1,0.961,-17.887,-0.532,-1.246,1.617,133.783,3.120,1.554,,,13.000,19.531,262.879
mL_AH1,0.962,-21.499,-1.067,-1.191,1.665,129.729,-2.888,1.514,,,13.000,20.020,181.775
mL_AH1,0.963,-20.129,-1.582,-1.046,1.712,125.864,-2.612,1.471,,,13.000,20.508,263.831
mL_AH1,0.964,-21.078,-2.076,-0.826,1.760,121.833,-2.335,1.424,,,13.000,20.996,133.227
mL_AH1,0.965,-22.177,-2.546,-0.548,1.807,117.991,-2.057,1.376,,,13.000,21.484,292.100
mL_AH1,0.966,-18.974,-2.991,-0.236,1.855,114.000,-1.777,1.326,,,13.000,21.973,285.563
mL_AH1,0.967,-22.928,-3.411,0.084,1.902,110.197,-1.497,1.275,,,13.000,22.461,477.772
mL_AH1,0.968,-23.396,-3.805,0.386,1.949,106.266,-1.214,1.224,,,13.000,22.949,168.341
mL_AH1,0.969,-20.006,-4.172,0.647,1.995,102.519,-0.931,1.173,,,13.000,23.438,151.567
mL_AH1,0.970,-15.933,-4.511,0.847,2.042,98.664,-0.645,1.124,,,13.000,23.926,365.741
mL_AH1,0.971,-21.808,-4.822,0.972,2.088,94.989,-0.358,1.076,,,13.000,24.414,393.486
mL_AH1,0.972,-21.338,-5.105,1.013,2.135,91.226,-0.068,1.031,,,13.000,24.902,408.923
mL_AH1,0.973,-20.236,-5.359,0.970,2.180,87.639,0.223,0.989,,,13.000,25.391,379.912
mL_AH1,0.974,-20.715,-5.585,0.848,2.226,83.984,0.517,0.950,,,13.000,25.879,415.657
mL_AH1,0.975,-22.242,-5.782,0.658,2.271,80.499,0.812,0.915,,,13.000,26.367,415.119
mL_AH1,0.976,-21.864,-5.951,0.419,2.316,76.967,1.109,0.884,,,13.000,26.855,441.044
mL_AH1,0.977,-19.131,-6.093,0.151,2.361,73.598,1.408,0.858,,,13.000,27.344,315.843
mL_AH1,0.978,-19.608,-6.208,-0.125,2.405,70.202,1.708,0.837,,,13.000,27.832,267.620
mL_AH1,0.979,-23.818,-6.296,-0.384,2.449,66.962,2.009,0.821,,,13.000,28.320,266.122
mL_AH1,0.980,-20.408,-6.359,-0.607,2.492,63.714,2.311,0.810,,,13.000,28.809,262.197
mL_AH1,0.981,-18.272,-6.397,-0.775,2.535,60.615,2.613,0.806,,,13.000,29.297,304.737
mL_AH1,0.982,-21.729,-6.411,-0.875,2.578,57.526,2.916,0.807,,,13.000,29.785,65.831
mL_AH1,0.983,-16.341,-6.403,-0.900,2.619,54.579,-3.066,0.814,,,13.000,30.273,229.363
mL_AH1,0.984,-18.520,-6.374,-0.846,2.661,51.658,-2.766,0.827,,,13.000,30.762,302.811
mL_AH1,0.985,-23.890,-6.324,-0.718,2.701,48.872,-2.467,0.846,,,13.000,31.250,21.452
mL_AH1,0.986,-17.800,-6.256,-0.527,2.742,46.127,-2.170,0.872,,,13.000,31.738,117.400
mL_AH1,0.987,-17.912,-6.171,-0.285,2.781,43.511,-1.876,0.904,,,13.000,32.227,200.355
mL_AH1,0.988,-17.379,-6.071,-0.013,2.820,40.948,-1.584,0.942,,,13.000,32.715,235.794
mL_AH1,0.989,-20.439,-5.956,0.271,2.857,38.508,-1.295,0.986,,,13.000,33.203,301.278
mL_AH1,0.990,-16.194,-5.828,0.543,2.894,36.133,-1.009,1.036,,,13.000,33.691,400.046
mL_AH1,0.991,-18.005,-5.690,0.782,2.929,33.874,-0.725,1.093,,,13.000,34.180,396.622
mL_AH1,0.992,-14.928,-5.542,0.970,2.965,31.691,-0.445,1.156,,,13.000,34.668,112.632
mL_AH1,0.993,-15.677,-5.386,1.091,2.997,29.617,-0.167,1.224,,,13.000,35.156,231.980
mL_AH1,0.994,-16.282,-5.224,1.133,3.030,27.627,0.108,1.298,,,13.000,35.645,284.173
mL_AH1,0.995,-19.663,-5.057,1.090,3.060,25.742,0.380,1.378,,,13.000,36.133,115.898
mL_AH1,0.996,-20.157,-4.887,0.963,3.091,23.946,0.650,1.463,,,13.000,36.621,150.391
mL_AH1,0.997,-16.059,-4.716,0.757,3.117,22.250,0.918,1.553,,,13.000,37.109,125.533
mL_AH1,0.998,-15.690,-4.544,0.485,-3.139,20.647,1.184,1.649,,,13.000,37.598,303.357
mL_AH1,0.999,-17.349,-4.373,0.163,-3.116,19.140,1.447,1.749,,,13.000,38.086,302.074
mL_AH1,1.000,-21.639,-4.206,-0.189,-3.093,17.729,1.710,1.854,,,13.000,38.574,118.870
mL_AH1,1.001,-19.461,-4.042,-0.545,-3.075,16.409,1.971,1.962,,,13.000,39.063,124.207
mL_AH1,1.002,-21.328,-3.883,-0.882,-3.056,15.187,2.230,2.075,,,13.000,39.551,100.715
mL_AH1,1.003,-15.395,-3.730,-1.175,-3.043,14.052,2.488,2.190,,,13.000,40.039,73.066
mL_AH1,1.004,-17.315,-3.585,-1.402,-3.030,13.013,2.745,2.309,,,13.000,40.527,254.550
mL_AH1,1.005,-17.717,-3.448,-1.544,-3.022,12.059,3.001,2.431,,,13.000,41.016,239.630
mL_AH1,1.006,-23.374,-3.320,-1.588,-3.015,11.199,-3.027,2.554,,,13.000,41.504,135.991
mL_AH1,1.007,-21.243,-3.202,-1.527,-3.013,10.420,-2.773,2.680,,,13.000,41.992,125.104
mL_AH1,1.008,-17.725,-3.094,-1.361,-3.012,9.733,-2.519,2.806,,,13.000,42.480,71.234
mL_AH1,1.009,-19.790,-2.997,-1.098,-3.017,9.122,-2.267,2.934,,,13.000,42.969,335.388
mL_AH1,1.010,-18.987,-2.912,-0.751,-3.022,8.599,-2.014,3.061,,,13.000,43.457,415.552
mL_AH1,1.011,-18.308,-2.838,-0.341,-3.033,8.151,-1.763,3.188,,,13.000,43.945,47.864
mL_AH1,1.012,-17.320,-2.776,0.107,-3.043,7.784,-1.512,3.314,,,13.000,44.434,66.802
mL_AH1,1.013,-15.000,-2.727,0.564,-3.058,7.489,-1.262,3.440,,,13.000,44.922,57.815
mL_AH1,1.014,-14.167,-2.689,1.001,-3.071,7.269,-1.012,3.562,,,13.000,45.410,135.490
mL_AH1,1.015,-11.176,-2.664,1.388,-3.089,7.117,-0.762,3.683,,,13.000,45.898,132.144
mL_AH1,1.016,-12.047,-2.650,1.698,-3.104,7.035,-0.514,3.800,,,13.000,46.387,103.903
mL_AH1,1.017,-16.093,-2.648,1.909,-3.121,7.017,-0.265,3.914,,,13.000,46.875,176.460
mL_AH1,1.018,-10.041,-2.657,2.006,-3.134,7.062,-0.017,4.024,,,13.000,47.363,273.984
mL_AH1,1.019,-15.639,-2.677,1.979,3.135,7.166,0.230,4.130,,,13.000,47.852,114.003
mL_AH1,1.020,-14.202,-2.706,1.827,3.125,7.327,0.477,4.231,,,13.000,48.340,173.577
mL_AH1,1.021,-11.963,-2.745,1.559,3.115,7.542,0.724,4.327,,,13.000,48.828,112.122
mL_AH1,1.022,-16.935,-2.793,1.188,3.111,7.807,0.970,4.418,,,13.000,49.316,321.888
mL_AH1,1.023,-16.793,-2.848,0.738,3.107,8.122,1.215,4.503,,,13.000,49.805,14.657
mL_AH1,1.024,-12.605,-2.910,0.235,3.108,8.480,1.461,4.584,,,13.000,50.293,284.382
mL_AH1,1.025,-13.343,-2.979,-0.290,3.111,8.881,1.706,4.658,,,13.000,50.781,201.339
mL_AH1,1.026,-16.182,-3.052,-0.805,3.119,9.319,1.950,4.728,,,13.000,51.270,214.681
mL_AH1,1.027,-16.032,-3.129,-1.278,3.127,9.794,2.194,4.792,,,13.000,51.758,323.904
mL_AH1,1.028,-13.418,-3.210,-1.679,3.140,10.301,2.438,4.851,,,13.000,52.246,403.154
mL_AH1,1.029,-16.317,-3.292,-1.984,-3.129,10.838,2.681,4.905,,,13.000,52.734,466.266
mL_AH1,1.030,-19.504,-3.375,-2.173,-3.110,11.401,2.924,4.954,,,13.000,53.223,282.534
mL_AH1,1.031,-17.492,-3.458,-2.235,-3.092,11.985,-3.117,4.999,,,13.000,53.711,377.530
mL_AH1,1.032,-18.414,-3.539,-2.166,-3.069,12.592,-2.875,5.040,,,13.000,54.199,399.505
mL_AH1,1.033,-19.017,-3.618,-1.968,-3.046,13.212,-2.633,5.077,,,13.000,54.688,399.295
mL_AH1,1.034,-17.598,-3.694,-1.654,-3.019,13.851,-2.392,5.111,,,13.000,55.176,426.768
mL_AH1,1.035,-18.640,-3.765,-1.242,-2.992,14.494,-2.151,5.141,,,13.000,55.664,294.736
mL_AH1,1.036,-18.856,-3.830,-0.756,-2.962,15.153,-1.910,5.169,,,14.500,0.000,1442.001
mL_AH1,1.037,-20.033,-3.889,-0.224,-2.933,15.807,-1.669,5.195,,,14.500,0.488,2431.036
mL_AH1,1.038,-16.827,-3.941,0.323,-2.900,16.474,-1.429,5.217,,,14.500,0.977,4740.195
mL_AH1,1.039,-20.286,-3.985,0.854,-2.868,17.127,-1.189,5.239,,,14.500,1.465,3505.346
mL_AH1,1.040,-14.952,-4.019,1.336,-2.833,17.792,-0.949,5.259,,,14.500,1.953,5249.098
mL_AH1,1.041,-13.107,-4.044,1.744,-2.799,18.433,-0.709,5.277,,,14.500,2.441,5299.195
mL_AH1,1.042,-17.205,-4.058,2.052,-2.762,19.085,-0.469,5.294,,,14.500,2.930,493.018
mL_AH1,1.043,-16.494,-4.061,2.244,-2.726,19.702,-0.230,5.310,,,14.500,3.418,4751.201
mL_AH1,1.044,-16.411,-4.052,2.307,-2.688,20.332,0.010,5.324,,,14.500,3.906,3434.342
mL_AH1,1.045,-13.663,-4.032,2.239,-2.650,20.917,0.249,5.338,,,14.500,4.395,3902.479
mL_AH1,1.046,-16.557,-3.999,2.042,-2.611,21.514,0.489,5.350,,,14.500,4.883,3671.582
mL_AH1,1.047,-17.019,-3.954,1.728,-2.572,22.057,0.728,5.361,,,14.500,5.371,2162.982
mL_AH1,1.048,-18.033,-3.896,1.314,-2.531,22.614,0.968,5.372,,,14.500,5.859,2180.093
mL_AH1,1.049,-18.137,-3.825,0.824,-2.491,23.107,1.207,5.380,,,14.500,6.348,2611.508
mL_AH1,1.050,-17.974,-3.742,0.286,-2.450,23.616,1.447,5.387,,,14.500,6.836,2064.650
mL_AH1,1.051,-16.462,-3.645,-0.270,-2.409,24.052,1.687,5.392,,,14.500,7.324,2939.627
mL_AH1,1.052,-17.947,-3.537,-0.811,-2.367,24.505,1.927,5.396,,,14.500,7.813,2623.164
mL_AH1,1.053,-18.602,-3.415,-1.306,-2.325,24.878,2.168,5.397,,,14.500,8.301,1809.767
mL_AH1,1.054,-19.452,-3.283,-1.726,-2.282,25.270,2.408,5.396,,,14.500,8.789,1753.362
mL_AH1,1.055,-16.786,-3.138,-2.046,-2.240,25.575,2.649,5.393,,,14.500,9.277,990.472
mL_AH1,1.056,-18.644,-2.983,-2.248,-2.197,25.901,2.890,5.387,,,14.500,9.766,849.945
mL_AH1,1.057,-19.829,-2.817,-2.319,-2.155,26.133,3.131,5.377,,,14.500,10.254,945.145
mL_AH1,1.058,-16.495,-2.642,-2.255,-2.111,26.389,-2.911,5.365,,,14.500,10.742,673.614
mL_AH1,1.059,-15.125,-2.458,-2.059,-2.068,26.546,-2.669,5.350,,,14.500,11.230,55.615
mL_AH1,1.060,-13.568,-2.266,-1.744,-2.024,26.729,-2.427,5.331,,,14.500,11.719,323.205
mL_AH1,1.061,-17.315,-2.066,-1.327,-1.981,26.808,-2.185,5.308,,,14.500,12.207,515.933
mL_AH1,1.062,-14.661,-1.860,-0.834,-1.938,26.915,-1.942,5.282,,,14.500,12.695,431.991
mL_AH1,1.063,-14.686,-1.649,-0.294,-1.894,26.916,-1.699,5.252,,,14.500,13.184,428.432
mL_AH1,1.064,-10.618,-1.433,0.261,-1.850,26.947,-1.456,5.217,,,14.500,13.672,532.012
mL_AH1,1.065,-12.567,-1.213,0.796,-1.807,26.870,-1.213,5.179,,,14.500,14.160,310.409
